,Hotel,Point,Country,member,Room type,Date,Review Title,Review Contents
295,호텔 컬리넌 제주 (Hotel Cullinan Jeju),7.2,mi (대한민국),청소년 동반 가족 여행객,스탠다드 패밀리 트윈룸 (금연),2020년 1월 | 1박,가족여행,['위치가 좋아요 단 객실이 좀 작아서 답답함이 있습니다.']
296,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,hye (대한민국),나홀로 여행객,"스탠다드룸 (더블베드, 금연)",2018년 12월 | 1박,넓지만 어두운 숙소,"['일반 비즈니스호텔과 관광호텔 중간. 침구류는 깨끗했고 푹신했습니다. 다만 조명이 너무 어두워서 불편했고, 옷장 없이 행거가 있어서 잘때 좀 거슬렸습니다. 화장실은 불투명 유리 외벽인데 역시 어두웠어요. 치약 칫솔있어서 편했고 월풀기능 있는 욕조있어서 좋았어요. 냉장고 소리 너무 커서 코드 뽑고 잤지만 전체적으로 깔끔하고 난방 잘 되고 가성비 괜찮았어요.']"
297,호텔 컬리넌 제주 (Hotel Cullinan Jeju),7.2,JungGeun,나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 8월 | 1박,이냥저냥?,['나쁘지도 좋지도 않은정도 가격대비에는 괜찮습니다.']
298,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,LEe (대한민국),커플/2인 여행객,"스탠다드룸 (트윈베드, 금연)",2020년 3월 | 3박,그냥그래요 호텔급은 아닌듯,['서울에 위치한 괜찮은 모텔 수준 냉장고 소리 너무 시끄러움 겉청소는 하는것 같아 보이지만 다른곳은 더러움 이불덮고 자는데 목같은부위가 따가웠음 그리고 화장실 습기 빠지는데가 없어서 냄새나요']
299,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.8,Jeeeun (대한민국),커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2019년 9월 | 1박,호텔보다는 모텔!,['방 내부 시설이 조금 낡아서 당황했습니다 ㅜㅜ 방 들어가기 전까지는 정말 호텔같고 깔끔한데 방안이 조금 실망스러웠습니다..']
300,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.8,seonhee (대한민국),그룹 여행객,로얄 스위트 (금연),2020년 3월 | 1박,너무어두워요..,['객실이 너무 어둡습니다. 스위트객실 이용 너무 어두워서 여성분들 화장이 되었는지 안되었는지 모를정도 입니다.']
301,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,jia (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2022년 5월 | 1박,혼자여행하시는분 ,['혼자여행하시는분 잠만잘꺼면 하루정도만 방도 너무 작고 지은지가 좀되서 그런지 침대벽지도 너무 더럽고 조명이 너무 어두워서 화장하기 불편합니다 심지어 화장대거울도 없어요 공항택시도 안잡힘 거리가 짧아서 콜택시승차거부 밖에 부대시설은 잘되있어요 먹자골목쪽안이라!']
302,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.8,misun (대한민국),커플/2인 여행객,"스탠다드룸 (트윈베드, 금연)",2020년 3월 | 1박,가성비 좋아요,['가격은 착한데요 공간이 넘 좁아서 답답했어요 침구나 시설은 매우 깨끗해요 욕조있는 건 최고 좋은 점~']
303,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.8,KIM (대한민국),커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2020년 1월 | 1박,눈부셨다,['커튼은 있으나마나 밖에 네온사인으로 인해 닌이 부셨고 냉장고는 시끄러웠다. 위치는 만족스럽다.']
304,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,LEE (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2020년 3월 | 1박,그냥 별로.....,['이른 아침 비행을 위해서 묵었는데 글쎄요...가격대비 좀 별로인것 같아요...그냥 부띠끄 모텔 스러워서 가족이 가긴 비추고 차라리 같은 가격에 리조트 가서 침대 없어도 온돌방 자는게 나을 것 같아요. 직원들이 불친절한듯 친절한거 같기도 하고 대체적으로 조금은 별로였던 스테이 입니다. 유흥업소 길거리에 위치해서 가족들이 묵기는 정말 노우...']
305,호텔 컬리넌 제주 (Hotel Cullinan Jeju),7.6,Hyein (대한민국),커플/2인 여행객,스탠다드 패밀리 트윈룸 (금연),2022년 7월 | 1박,보통,['괜찮아용']
306,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,YUNMI (대한민국),그룹 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 5월 | 1박,호텔이라쓰고 모텔이라 읽는다,"['직원이 여러명 있겠지만 우리를 응대해준 직원은 친절했음 외관은 그럴듯한데 내부는 모텔 본연의 느낌이 남 위생상태가 보이는 데만 청소하는 느낌임 화장실 문에 물때, 곰팡이 같은거 있음 4명 방이였는데 천장이 거울천장임.. 띠용?? 3성 호텔에 적절하지만 그 가격이면 다른 호텔을 가겠음']"
307,호텔 컬리넌 제주 (Hotel Cullinan Jeju),7.2,Chloe (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 3월 | 1박,무난해요,['가격대비 괜찮았습니다.']
308,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,DeaRyong (대한민국),커플/2인 여행객,다이아몬드,2020년 11월 | 3박,다시한번 생각해주세요,['처음 입실했을때 먹다남은 맥주캔 엎질러져 있질 않나 다이아몬드 객실 열었을때 물때가 올라오질 않나 이불안에서는 모래가 나오질 않나 눈에 보이는것만 대충 정리하고 청소 재대로 안하는듯. 싸다싶어서 온 숙소인데 차라리 더 비싼 호텔이나 갈껄 그랫단 생각함']
309,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.6,Lee (대한민국),유아/아동 동반 가족 여행객,스탠다드 패밀리 트윈룸 (금연),2019년 10월 | 1박,공항에서 가까워요 하지만..,"['밤비행기로 도착해서 잠깐 머물다 가려고 공항 인근을 찾다고 평이 괜찮아 보여서 예약했어요... 가까워요 하지만, 룸컨디션이 좋지는 않아서 좀 실망했어요ㅠㅠ 불투명 통유리 화장실에 사용후 습함.. 물곰팡이 냄새..습함을 없애고자 에어컨을 틀자 언제 청소한지 모르겠어요 천장형 에어컨에서 먼저가 그득히 끼어있고 냄새가 너무 나요 창문을 열면 옆건물이 너무 가까워서 제대로 환기가 힘든것 같아요 심지어 냉장고에는 이미 누군가 마신 물병이 치워지지않고 그대로 있었구요 천장이 거울이라 남편이 러브모텔 아니냐며.... 결국 숙소 잡은걸로 싸웠어요... ㅠㅠ']"
310,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,Jina (대한민국),유아/아동 동반 가족 여행객,로얄 스위트 (금연),2019년 10월 | 1박,가족호텔은 아닌듯요,['천장이 거울로 되어있고 화장실 잠금은커녕 유리로 되어있어요. 실내 조명이 너무 어둡기도 하구요 하룻밤 간단히 묵기는해도 가족호텔은 아닌 것 같습니다.']
311,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,HYO (대한민국),나홀로 여행객,"스탠다드룸 (더블베드, 금연)",2019년 11월 | 2박,후기,['그냥 무난한 모텔이라고 생각하면 될듯.. 가격대비 불만은 없지만 하룻밤 잠만 자기에 괜찮은 느낌 호텔이 나쁘다는것은 아니지만 개인적인 취향으로 재방문의사는 없음']
312,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,Minku,출장 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 9월 | 1박,잠자기 매우 좋습니다.,['가격대비 성능비 좋습니다. 더 좋은 시설을 원하시면 더 비싼곳으로 가시면 되고요. 골목길 속에 있어서 찾기가 조금 어렵습니다']
313,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,Junhwa (대한민국),출장 여행객,디럭스 더블베드 (금연),2019년 11월 | 1박,위치는 엄청좋음,"['숙소 위치는 엄청 좋습니다. 공항에서 가깝고 시내라 편리하네요. 로비랑 엘리베이터는 엄청 번쩍번쩍합니다. 307호는 벽이 더럽고, 샤워하고 나왔는데 물이 다 새서 방이 물바다가 되었네요.... 다음날 방 교체해주셨는데, 옮긴곳은 괜찮았습니다. 창문은 바로 옆건물 벽입니다. 그냥, 저렴하게 잠만 자는거죠 뭐.']"
314,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,yongjae (대한민국),유아/아동 동반 가족 여행객,로얄 스위트 (금연),2020년 1월 | 1박,올레 시장과 인접,"['올레 시장과 인접으로 걸어 다니기는 편하였으나, Room cleaning 상태가 좋지않아 Room 교체해 입실했습니다']"
315,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,BOSUNG (대한민국),유아/아동 동반 가족 여행객,로얄 스위트 (금연),2020년 4월 | 1박,잠깐 숙박은 괜찮아요,"['가족여행이고 잠만 잘거라 공항과 가까운곳으로 예약했습니다 바로 옆에 돔나이트에 주점들이라 식사하기 마땅치 않네요 룸 실내가 어둡고 뷰는 없어요 방음이 잘 안됩니다 참고하세요 샤워실,화장실에 문이 투명이라 가족과가기는 민망해요']"
316,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.6,Hyeju (대한민국),커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2020년 4월 | 1박,호텔 이름 달고 영업하는 모텔인거같아요,"['쁘티크호텔인 줄 알고 예약했는데 그냥 모텔인거같아요. 방음 일단 무지 안되구요, 객실도 작아요. 창이 벽뷰라 있으나마나였구.. 침대 매트리스는 나쁘지 않았어요. 다음날 아침에 이른 비행이라 시내에 들어와 잠만 자고 나가는 게 아니라면 비추천해요. 호텔이 번화가 쪽에 있어서 차가 많이 다니는 골목인데, 비교적 이른기간에 입실했던 저희 차가 바깥쪽에 주차되어있더라구요, 이건 후에 오는 사람들이 주차장이 꽉 차서 못 들어오는거 때문에 이동주차 하신거 같은데 렌트카인데 골목주차 해놨다가 차량 회손되거나 하는 문제가 생길 수 있는 문제라 썩 좋지는 않았네요.']"
317,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,yonghwan (대한민국),청소년 동반 가족 여행객,다이아몬드 슈페리어 더블,2019년 1월 | 1박,공항에서가까운숙소로이용하기가편함,['들어가는입구가너무좁은단점외에는장점이많은호텔임']
318,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,sun (대한민국),유아/아동 동반 가족 여행객,스탠다드 패밀리 트윈룸 (금연),2022년 6월 | 1박,가족 여행객은 비추,['여태 가본 제주 숙소중 제일 안좋았어요. 창문을 못열어 엄청답답했고 벽지상태 엉망.. 첫날 늦은 저녁도착이라 저렴한방 예약하고 안가본곳이라 예약했는데.. 같은돈이면 다른곳가시는거 추천드려요']
319,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.8,KWANGYOON (대한민국),커플/2인 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 10월 | 1박,글쎄- ,['웬지 선뜻 추천이 꺼려지네요']
320,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,euna (대한민국),커플/2인 여행객,디럭스 더블베드 (금연),2018년 10월 | 1박,가격대비 괜찮아요,"['조금 좁고 하지만 가격대비 괜찮고, 비지니스 출장때도 올거같아여!']"
321,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.6,Jungho,출장 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 4월 | 2박,보통,"['우선 아고다에서 소개하는 호텔 외관 등의 사진과 또 소갯글과는 실제 호텔이 많이 달라서 당황했습니다. 단점은, - 부대시설: 식당 등 어떤 부대시설도 전혀 없습니다. - 환기 등 환경: 바로 옆 건물과 거의 붙어 있어서 창문도 열 수 없고, 많이 답답합니다. - 주차장: 정확하게 중소 규모 모텔 주차장으로 매우 협소 합니다. 제 차는 직원에 의해 호텔에서 꽤 떨어진 세차장 공터에 주차를 시켜 놓았습니다. 좋은 점은, - 객실이 조용하다는 것과 시내와 매우 가깝다는 것 외에는 없습니다. 결론적으로 중상급 수준의 모텔이라고 생각함.']"
322,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.8,wantae (대한민국),커플/2인 여행객,디럭스 더블베드 (금연),2019년 2월 | 1박,그럭저럭 깔끔함,['스파시설이 좋음!']
323,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,Hyunju (대한민국),유아/아동 동반 가족 여행객,로얄 스위트 (금연),2021년 7월 | 1박,양호,['가족단위 여행객에겐 비추 개인이나 커플 친구여행객에겐 추천']
324,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,jinsol (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2020년 1월 | 1박,숙소는 작았으나 리모델링을 잘해 좋았습니다.,['숙소는 작았으나 리모델링을 잘해 좋았습니다. 편의 시설이 다 가까워요']
325,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,Hyeong (대한민국),출장 여행객,로얄 스위트 (금연),2021년 10월 | 1박,곰팡이 냄새가 많이나요,['곰팡이 냄새가 많이나요']
326,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.4,Hyeong (대한민국),출장 여행객,로얄 스위트 (금연),2021년 10월 | 1박,곰팡이 냄새가 많이나요,['곰팡이 냄새가 많이나요']
327,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.2,JOOE (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2021년 4월 | 1박,엄마랑 친구분들 대신 예약해 드렸는데 음....,['엄마랑 친구분 대신해서 예약해 드렸어요 제주 도착한 첫날 하루만 지낼 숙소가 필요하셔서 찾아본 곳이었어요 다른날은 인원 추가해서 이미 예약한 곳이 있어서 이날은 엄마랑 친구분 두분만 계실 곳이라 공항에서 가까운 곳을 얘기하셨는데 공항에선 가깝대요 숙소는 그냥 보통이었다고 하시구요 호텔 안에 들어가서는 밖이 제대로 안보여서 다음날 아침에 나올때 호텔 건물 밖으로 나오기 전에는 비오는줄도 모르셨다고.... 그냥 다음번에는 다른곳이 좋겠다고 하셨어요^^;;;; 나름 제주도 많이 가봤고 여러 호텔을 이용해 봤지만 여긴 첨이었는데 실패했나봐요 ㅠㅠ 엄마한테 좀 그랬어요.. 엄마 말씀으론 젊은 사람들은 괜찮을거 같기도 한데 엄마는 좀 그랬다셨어요..']
328,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,YunJu (대한민국),유아/아동 동반 가족 여행객,다이아몬드 슈페리어 더블,2019년 1월 | 1박,보통..,['좀 모텔같은 느낌이 있었어요 이름만 호텔이고 화장실이 너무 뚫려있고 문도 없어서 좀 불편했어요']
329,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.6,SEUNGEON (대한민국),출장 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 11월 | 1박,가격은 저렴한 단 위생상태는 .....,['가격은 저렴합니다. 다만 벽지에 곰팡이가 있다던지 샤워부스안에 녹이 끼어있다던지 하는 부분에서 위생상태가 많이 안좋습니다. 위치또한 다소 유흥가 주변에 위치하고 있어 다소 좋지 않습니다.']
330,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,JUNGTAE (대한민국),출장 여행객,"스탠다드룸 (더블베드, 금연)",2019년 11월 | 1박,"호텔이긴한데,,,모텔느낌","['호텔이긴한데,,,모텔느낌이 물씬나는 곳입니다. 저렴해서 묵었습니다.']"
331,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.6,hanwool (태국),커플/2인 여행객,"스탠다드룸 (트윈베드, 금연)",2020년 10월 | 1박,그냥 모텔,['시설은 깔끔하고 직원친절하지만 방이 캐리어 펴놓기힘들정도로작음 조감도 사진인줄알고 낚였습니다']
332,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,jinwoo (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2019년 1월 | 1박,비추천합니다.,['가족여행으로는 비추천입니다. 모텔분위기 납니다.']
333,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.6,seunghee (대한민국),커플/2인 여행객,"스탠다드룸 (트윈베드, 금연)",2021년 6월 | 1박,컬리넌...,"['서울에서는 체인점도 많고 워낙 고급져서 자주다녔는데, 여긴 너무 허름해요.... 방도 꿉꿉하고; 그냥 신발신고 돌아다닌듯..ㅠㅠ 재이용의사는 없습니다']"
334,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.2,Jimin (대한민국),나홀로 여행객,디럭스 더블베드 (금연),2019년 2월 | 1박,비싼 모텔ᆢ,['그냥 비싼 모텔입니다 시내중심가 인거! 화장실 자동으로 물 내려가는거! 빼고는 장점을 모르겠어요ᆢ 직원들 몇몇은 친절했어요 중국인들 많아서ᆢ 비추요!']
335,호텔 컬리넌 제주 (Hotel Cullinan Jeju),6.0,KYOUNGSOO (대한민국),출장 여행객,디럭스 더블베드 (금연),2019년 10월 | 1박,보통,['그냥 적당해요. 특별할 것 없는 비즈니스모텔...']
336,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.6,kang (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 4월 | 1박,중국인 ,['중국인 많고 주차 불가. 발렛 해주는데 차타고 다시 나갈수 없음. 근처에 나이트 있어서 시끄러움.']
337,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.2,IM (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2020년 3월 | 1박,모텔이예요..ㅜㅜ,"['첫 배정된 객실 담배냄새 너무 심해서, 교체요청해 바꿨지만, 여전히 방 분위기, 냄새는 그닥..ㅜㅜ 직원분들은 친절합니다.']"
338,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.8,song (대한민국),나홀로 여행객,스탠다드 패밀리 트윈룸 (금연),2021년 12월 | 3박,숙소이용후기,['벽지는 물얼룩이 있었고 화장실거울은 다 뜯겨있었습니다. 그리고 직원은 불친절 자기 마음대로 차옮기고 옮기는 거 대해서 말했다고 이야기하며 죄송하다는 말을 일절 없었음. 제주도 숙소 이용하면서 이렇게 별로인 곳은 처음인듯 다시는 방문하고 싶지 않음']
339,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.2,gabseong (대한민국),청소년 동반 가족 여행객,스탠다드 패밀리 트윈룸 (금연),2019년 2월 | 1박,보통,['관광단지들의 숙소에 머물다와서 그런지 조금 룸크기가 답답하지만 문안하게 자고 나올만 합니다']
340,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.4,lee (대한민국),커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2021년 3월 | 1박,샤워용품.핸드폰 충전케이블 챙겨가세요,['1회용품이 치약.치솔만 제공되기때문에 샤워를 위해서 샤워타올을 따로 사러나가야 했구요. 화장실이 침대 바로 옆에 유리문이라 큰일 볼때 남친이나 여친에게 민망할수 있습니다. 핸드폰 충전케이블도 신분증을 맡기거나 보증금을 내고 빌려야해요. 샤워할때 바닥에 물이 잘 안빠져서 첨벙버리며 샤워했습니다. 세면대 또한 물 잘 안빠지구요. 쉬러가서 기분만 상해요']
341,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.4,hyeree (대한민국),커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2020년 11월 | 1박,잠한숨못잣어요,"['예전에 좋앗어서 이번에 세번째이용햇는데 이번방은 너무 작앗고 완전 옛날 모텔느낌인 방이엇고 무엇보다 하루종일 물떨어지는소리에 거의 잠못잣어요 난방도 너무 낮게 조정해놔서 아무리 올려도 안올라가고 전화하려고 전화하는데 전화기마저도 안되고,, 고물만 갓다놓은듯해요 오래된만큼 이것저것 수리할게 많은듯하네요 하지만 저 ㄷㅓ이상 여긴 이용안할듯싶네요']"
342,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.4,INYOUNG (대한민국),커플/2인 여행객,"스탠다드룸 (트윈베드, 금연)",2021년 10월 | 1박,사진에 혹해서 잘못된 선택하게 된 호텔,['사진으로 봤을때랑 전혀 다른 실제 호텔 체크인시 호텔직원도 불친절하고 룸도 아주 작고 어둡고 욕조가 깨져있어서 위험하기까지 했다 어느 누구에게도 추천하고 싶지 않은 곳이다']
343,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.2,JinA (대한민국),커플/2인 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 7월 | 1박,보통,['그냥 첫날 비행기 늦게도착해서 머물렀어요.']
344,호텔 컬리넌 제주 (Hotel Cullinan Jeju),5.2,Kyungrim (대한민국),그룹 여행객,스탠다드 패밀리 트윈룸 (금연),2019년 9월 | 1박,화장실다비친다,['이건뭐 커플도 민망하겠다']
345,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.8,EUNJI (대한민국),출장 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 10월 | 3박,딱 가격만큼,['에어컨이 작동안되고 청소가 부실함']
346,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.4,DOKYUNG (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2022년 7월 | 1박,무난함,"['4인가족 1실을 가격이 저렴하길래 이용했더니 실내가 암흑이고 창문밖에는 옆건물 에어컨냉각팬이 정신없이돌아가고 또 욕실,침대에는 머리카락투성이ᆢ하여튼 다시는 오고싶지않은ㅠ']"
347,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.4,jaehwan (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2020년 1월 | 1박,그닥,"['중국여행객 위주의 이용현황과 중국관광갹 집단이용시설과 근접하여 좀 어수선함. 근처에 나이트,안마방 등 성인위락시설이 너무 많아 가족여행이나 조용함과는 거리가 멈.']"
348,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.4,HyungChan (대한민국),커플/2인 여행객,디럭스 더블베드 (금연),2020년 1월 | 1박,하수구가 막혀서. ,['하수구가 막혀서 욕실 바닥에 홍수가 새벽엔 추웠고 화장실엔 휴지가 없었음. 비데가 있긴 했지만 둘다 이용하는 전 조금 찝찝했음']
349,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.8,Daehan (대한민국),나홀로 여행객,다이아몬드 슈페리어 더블,2020년 6월 | 1박,모텔같은 느낌 ,['룸사이즈 크고 테라스가 있는 장점']
350,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.6,Junghwa (대한민국),그룹 여행객,로얄 스위트 (금연),2021년 12월 | 1박,역대급 최악,"['지은지 오래된 모텔임 위생상태(이불에 피 자국,화장실 샤워기 헤드 검은때, 모텔냄새등) 최악이고, 이에따른 응대 최악임. 이불 핏자국을 체크인한지 5시간만에 봤냐며 되려 큰소리고, 결국 이불 교체해주었으나 엿먹으라는듯이 아주오래되고 누런 이불을 가져다줌. 회사 동료들이랑 같이 간거라 여행기분 망칠까봐 참았지만 그렇지 않았으면 가만히 안뒀을꺼임. 숙소 들어가자마자 어디가 더러운지 일일히 감독하듯 체크 해야함? 위생은 기본인데 핏자국 있다하면 와서 확인 먼저해야지 응대 꼬라지가 직원은 아닌것같고 사장 같은데, 관광객 상대한다고 그렇게 영업하지말길. 혹시라도 여기 예약할 생각이거든 깨끗하다는 리뷰 절대 믿지 마세요. 전체적으로 방이 아주 어두워서 위생상태가 묻히는거도 있는거같음']"
351,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.4,PARK,나홀로 여행객,로얄 스위트 (금연),2019년 9월 | 1박,무난 하지만 위생은 별로 ,['잠깐 싸게 묵기에는 괜찮은데 오래 있고 싶지는 않았어요 ㅠㅠ 위생이 너무 ㅠㅠ']
352,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.0,sukyeon (대한민국),커플/2인 여행객,디럭스 더블베드 (금연),2019년 11월 | 1박,비추,['정말 별루였어요 화장실에선 찌린내가 진동을 해서 들어간 순간부터 불쾌했습니다. 구석구석 곳곳에서 오래된 느낌을 물씬물씬 받았으며 찝찝함을 느껴서 그런건지... 침대위에 누워있을때두 온몸이 가렵고.. 할튼 진짜 비추']
353,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.6,Kim (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2021년 10월 | 1박,사진 만 뻔지르 합니다. 그냥 일반 모텔 같아요,['사진은 인테리어 한 좋은방 올려놓고 실제로는 노후된 방 주네요. 일반 모텔이라고 생각 하시면 됩니다. 인터파크투어 평정 높아서 잡았다니 영 실망 스럽네요.(평점10으로 나와 있길래)작업한 느낌이랄까 사기 당한 느낌이네요']
354,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.2,suhui (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2022년 8월 | 1박,무난함,['사진이랑 너무 다르고 화장실 곰팡이에 벽지는 더럽고 복도랑 엘레베이터만 예뻐요.. 침구에서 냄새나고 전 사용자가 커플이였는지 베개에서 여자남자 머리냄새나고 침대머리부분쪽 천장과 벽면에 거울이 있어서 자는데 좀 그래서 거꾸로 잤습니다.. 침구냄새난다고 바꿔 주라했는데 맨처음엔 추가로 돈을 내야한다하셔서 호텔측 과실인데 돈을 내야하냐 물어보니 그냥 바꿔주셨습니다.. 근데 안에 이불이랑 침구는 안바꾸고 겉에 싸는 것만 바꿔주시네요.. 바꿔주실때 보니 안에 이불이랑 침구들이 누렇던데 그냥 안에 침구냄새인거같습니다.. 돈 더주고라도 룸업그레이드하려는데 만실이라하시고..정말 만실인지 모르겠지만.. 다시는 안갈거같네요..']
355,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.0,SEUNG (대한민국),나홀로 여행객,"스탠다드룸 (트윈베드, 금연)",2021년 12월 | 1박,그냥 싼 호텔,['겉은 괜찮은데 내부시설이 낡고 비위생적입니다.']
356,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.2,Ji (대한민국),청소년 동반 가족 여행객,로얄 스위트 (금연),2022년 2월 | 1박,가족과 함께하는 숙소론 최악,['분명 금연숙소라고했지만..어린이와 함께했는데 화장실.룸에서 담배냄새가 진동했습니다.방 변경도 안되었어요.호텔이라는 명칭이 무색하게 모텔스러운 인테리어.어두운 조명에 한번 더 놀랐습니다.거울이..천정에까지 붙어있어서... 뭐지싶더라구요..벽에 곰팡이자국과 욕실 물때..와..후기쓰게될줄알았다면 사진으로 남길걸그랬어요..']
357,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.0,SEUNG (대한민국),출장 여행객,"스탠다드룸 (트윈베드, 금연)",2021년 12월 | 1박,그냥싼호텔,['겉은멋져보이나 내부는 많이 낡고 비위생적']
358,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.6,sung (대한민국),커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2020년 2월 | 1박,별로입니다.,['창문도 작고 어둡습니다. 시설은 모텔급입니다. 그리고 주차장이 작아 불편합니다.']
359,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.2,jinwon,커플/2인 여행객,"스탠다드룸 (더블베드, 금연)",2019년 5월 | 1박,싼맛,['저렴하게 이용하려고 예약했는데 정말 기대 안하고가시면 괜찮을것 같아요 룸에 담배냄새가 너무 심해서 객실이 바꿔다라고했더니 직원분의 태도 별로였습니다.']
360,호텔 컬리넌 제주 (Hotel Cullinan Jeju),4.0,Dae-Soo (대한민국),출장 여행객,"스탠다드룸 (더블베드, 금연)",2021년 11월 | 1박,난방,['추워서 죽을뻔함...']
361,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.2,Choi (대한민국),커플/2인 여행객,로얄 스위트 (금연),2019년 1월 | 1박,조명 엄청 어둡고 모텔이라고 보시면 돼요,['조명이 어둡다 보니 청소도 제대로 안되어 있어요']
362,호텔 컬리넌 제주 (Hotel Cullinan Jeju),3.2,hyobi (대한민국),출장 여행객,"스탠다드룸 (트윈베드, 금연)",2019년 10월 | 1박,컬리넌이라는 이름만 보고 믿고 예약했는데 정말 더럽네요 ...,['정말 더럽고 객실 마루바닥이 다 뜯어져있고 옆 호텔 객실이 보여요']
